model_description,train_from,train_to,test_on,shuffle,normalize,training_loss,rmse,rmse_cp,dir_acc
"RNN(7|0.1|7|0.1|linear, RMSprop, mse) close,open,high,low,volume,weekday,slope_btc,r2_btc batch_size=10 epochs=6 seq_len=7 pred_len=7",0,300,300,False,seqs,6.2032e-03,0.1217%,0.1590%,73.8462%
"RNN(7|0.1|7|0.1|linear, RMSprop, mse) close,open,high,low,volume,weekday,slope_btc,r2_btc batch_size=10 epochs=6 seq_len=7 pred_len=7",300,600,300,False,seqs,1.6863e-02,0.3775%,0.5440%,66.5385%
