model_description,train_from,train_to,test_on,shuffle,normalize,training_loss,rmse,rmse_cp,dir_acc
"RNN(7|0.1|7|0.1|linear, RMSprop, mse) close,open,high,low,volume,weekday,slope_btc,r2_btc batch_size=10 epochs=6 seq_len=7 pred_len=7",0,300,300,False,seqs,9.7598e-03,0.1092%,0.1535%,76.5385%
"RNN(7|0.1|7|0.1|linear, RMSprop, mse) close,open,high,low,volume,weekday,slope_btc,r2_btc batch_size=10 epochs=6 seq_len=7 pred_len=7",300,600,300,False,seqs,1.3211e-02,0.1137%,0.1044%,62.6923%
