model_description,train_from,train_to,test_on,shuffle,normalize,training_loss,rmse,rmse_cp,dir_acc
"RNN(3|0.1|3|0.1|linear, RMSprop, mse) close,open,high,low,volume,weekday batch_size=10 epochs=6 seq_len=7 pred_len=7",0,300,300,False,seqs,1.0017e-02,0.1178%,0.1535%,75.3846%
"RNN(3|0.1|3|0.1|linear, RMSprop, mse) close,open,high,low,volume,weekday batch_size=10 epochs=6 seq_len=7 pred_len=7",300,600,300,False,seqs,1.2643e-02,0.0761%,0.1044%,70.7692%
