model_description,train_from,train_to,test_on,shuffle,normalize,training_loss,rmse,rmse_cp,dir_acc
"RNN(7|0.1|7|0.1|linear, RMSprop, mse) close,open,high,low,volume,weekday,slope_btc,r2_btc batch_size=10 epochs=6 seq_len=7 pred_len=7",0,300,300,False,seqs,8.4017e-02,0.1379%,0.1531%,67.3077%
"RNN(7|0.1|7|0.1|linear, RMSprop, mse) close,open,high,low,volume,weekday,slope_btc,r2_btc batch_size=10 epochs=6 seq_len=7 pred_len=7",300,600,300,False,seqs,2.6516e-02,0.2055%,0.2781%,69.6154%
