model_description,train_from,train_to,test_on,shuffle,normalize,training_loss,rmse,rmse_cp,dir_acc
"RNN(7|0.1|7|0.1|linear, RMSprop, mse) close,open,high,low,volume,weekday batch_size=10 epochs=6 seq_len=7 pred_len=7",0,300,300,False,seqs,3.0123e-03,0.1008%,0.1028%,55.0000%
"RNN(7|0.1|7|0.1|linear, RMSprop, mse) close,open,high,low,volume,weekday batch_size=10 epochs=6 seq_len=7 pred_len=7",300,600,300,False,seqs,5.4740e-03,0.0872%,0.0862%,59.6154%
