model_description,train_from,train_to,test_on,shuffle,normalize,training_loss,rmse,rmse_cp,dir_acc
"RNN(7|0.1|7|0.1|linear, RMSprop(lr=0.0001), mse) close,open,high,low,volume,weekday,slope_sp500,r2_sp500,sentiment_last30d batch_size=32 epochs=100 seq_len=7 pred_len=7",0,600,300,False,seqs,6.2727e-03,0.0797%,0.0951%,72.7679%
"RNN(7|0.1|7|0.1|linear, RMSprop(lr=0.0001), mse) close,open,high,low,volume,weekday,slope_sp500,r2_sp500,sentiment_last30d batch_size=32 epochs=100 seq_len=7 pred_len=7",300,900,300,False,seqs,6.4401e-03,0.1546%,0.1947%,71.8750%
