"date","close","volume","open","high","low"

"2018/10/12","13.0900","10455.0000","13.2700","13.8700","13.0200"
"2018/10/11","12.9600","10389.0000","13.0000","13.4600","12.9500"
"2018/10/10","13.0400","9374.0000","13.5100","13.8800","13.0300"
"2018/10/09","13.4700","12193.0000","13.5900","13.8200","13.3899"
"2018/10/08","13.7200","4478.0000","13.8600","14.2700","13.7074"
"2018/10/05","13.9500","8367.0000","14.2790","14.9000","13.7284"
"2018/10/04","13.7200","14612.0000","13.7500","14.1000","13.7200"
"2018/10/03","13.7700","10022.0000","14.1200","14.1765","13.3800"
"2018/10/02","13.8300","9830.0000","14.2800","14.4794","13.8100"
"2018/10/01","14.3500","10262.0000","14.6000","14.7399","14.1210"
"2018/09/28","14.6500","27668.0000","14.5800","14.7100","14.4000"
"2018/09/27","14.7100","15923.0000","14.0200","14.8700","14.0200"
"2018/09/26","14.0500","12599.0000","14.0100","14.2300","14.0000"
"2018/09/25","14.3300","24201.0000","13.7800","14.6200","13.4500"
"2018/09/24","13.6500","29940.0000","14.2000","14.6607","13.2648"
"2018/09/21","14.4100","171755.0000","15.1500","15.2043","13.5825"
"2018/09/20","15.2300","33907.0000","14.2700","15.3900","14.2700"
"2018/09/19","14.3800","81880.0000","15.8500","16.1735","14.1800"
"2018/09/18","16.3200","63468.0000","16.1800","16.7900","16.1000"
"2018/09/17","16.5200","46968.0000","17.2500","17.8200","16.2200"
"2018/09/14","17.3900","54459.0000","17.7600","18.6900","16.9000"
"2018/09/13","17.5000","100821.0000","20.7000","20.8000","17.0800"
"2018/09/12","20.5300","86306.0000","19.8000","20.7000","19.6601"
"2018/09/11","19.6600","148629.0000","18.8000","20.3000","18.5110"
"2018/09/10","18.8400","99528.0000","16.5000","19.0000","16.5000"
"2018/09/07","16.1700","25760.0000","15.5300","16.6200","15.2900"
"2018/09/06","15.8500","47116.0000","15.7800","16.3700","15.2100"
"2018/09/05","15.8500","8777.0000","15.7800","16.2500","15.6800"
"2018/09/04","16.1400","7680.0000","15.9600","16.2000","15.9600"
"2018/08/31","15.8000","19134.0000","16.0000","16.4000","15.6800"
"2018/08/30","15.9800","7413.0000","16.1400","16.1400","15.8200"
"2018/08/29","16.0500","17957.0000","16.4600","16.4600","15.9200"
"2018/08/28","16.2500","30942.0000","16.1000","16.6864","15.9973"
"2018/08/27","15.9500","44686.0000","15.3500","16.0000","14.9310"
"2018/08/24","15.4400","36736.0000","14.7800","15.5000","14.5000"
"2018/08/23","14.5100","4267.0000","14.9400","14.9400","14.3300"
"2018/08/22","14.8200","6193.0000","14.9400","15.0100","14.6841"
"2018/08/21","15.1900","20908.0000","14.4800","15.2600","13.8430"
"2018/08/20","14.6500","30498.0000","13.2500","15.2100","13.2500"
"2018/08/17","13.1000","9695.0000","13.0400","13.3600","12.8827"
"2018/08/16","13.1400","7138.0000","13.2541","13.2847","13.0100"
"2018/08/15","12.9400","12685.0000","13.3200","13.3200","12.5500"
"2018/08/14","13.4800","6569.0000","12.6763","13.4900","12.6753"
"2018/08/13","13.2100","11550.0000","13.3280","13.9200","13.2100"
"2018/08/10","13.5900","26502.0000","12.7780","13.9500","12.7000"
"2018/08/09","12.5800","28229.0000","12.0300","12.6900","11.7800"
"2018/08/08","12.1700","16596.0000","12.5500","12.8400","12.0300"
"2018/08/07","12.6200","4426.0000","12.7750","12.8700","12.5600"
"2018/08/06","12.9700","6547.0000","13.0800","13.0800","12.6674"
"2018/08/03","13.0600","23271.0000","13.2100","13.2300","12.6000"
"2018/08/02","13.2100","14736.0000","13.6700","13.6700","12.9900"
"2018/08/01","13.7700","20327.0000","14.9300","14.9300","13.6581"
"2018/07/31","14.9100","23610.0000","15.4900","15.5100","14.5400"
"2018/07/30","15.2000","15585.0000","15.4800","15.5700","15.0000"
"2018/07/27","15.5700","14160.0000","15.4780","15.7000","15.1580"
"2018/07/26","15.6800","18159.0000","15.8600","15.9300","14.3900"
"2018/07/25","15.6700","29421.0000","15.7900","15.7900","15.2910"
"2018/07/24","15.6700","29638.0000","15.0800","15.7400","14.9800"
