datetime,close,volume,open,high,low,missing
2013-11-29,1.67,0.0,1.67,1.67,1.67,0.0
2013-12-02,1.64,1300.0,1.58,1.64,1.58,0.0
2013-12-03,1.64,0.0,1.64,1.64,1.64,0.0
2013-12-04,1.51,3000.0,1.63,1.63,1.51,0.0
2013-12-05,1.58,1600.0,1.58,1.58,1.58,0.0
2013-12-06,1.58,0.0,1.58,1.58,1.58,0.0
2013-12-09,1.58,0.0,1.58,1.58,1.58,0.0
2013-12-10,1.581,4200.0,1.58,1.581,1.4902,0.0
2013-12-11,1.581,0.0,1.581,1.581,1.581,0.0
2013-12-12,1.58,1088.0,1.58,1.58,1.58,0.0
2013-12-13,1.59,1535.0,1.5801,1.59,1.5801,0.0
2013-12-16,1.5801,625.0,1.58,1.5801,1.58,0.0
2013-12-17,1.5801,0.0,1.5801,1.5801,1.5801,0.0
2013-12-18,1.66,3111.0,1.6,1.66,1.6,0.0
2013-12-19,1.66,0.0,1.66,1.66,1.66,0.0
2013-12-20,1.66,0.0,1.66,1.66,1.66,0.0
2013-12-23,1.5901,884.0,1.57,1.5901,1.57,0.0
2013-12-24,1.6,1600.0,1.59,1.6,1.56,0.0
2013-12-25,1.6,1600.0,1.59,1.6,1.56,1.0
2013-12-26,1.6,4487.0,1.64,1.76,1.6,0.0
2013-12-27,1.602,825.0,1.61,1.611,1.602,0.0
2013-12-30,1.62,7535.0,1.62,1.72,1.61,0.0
2013-12-31,1.61,1117.0,1.61,1.64,1.61,0.0
2014-01-01,1.61,1117.0,1.61,1.64,1.61,1.0
2014-01-02,1.61,0.0,1.61,1.61,1.61,0.0
2014-01-03,1.61,0.0,1.61,1.61,1.61,0.0
2014-01-06,1.61,0.0,1.61,1.61,1.61,0.0
2014-01-07,1.61,0.0,1.61,1.61,1.61,0.0
2014-01-08,1.61,0.0,1.61,1.61,1.61,0.0
2014-01-09,1.61,0.0,1.61,1.61,1.61,0.0
2014-01-10,1.61,0.0,1.61,1.61,1.61,0.0
2014-01-13,1.61,0.0,1.61,1.61,1.61,0.0
2014-01-14,1.681,13539.0,1.67,1.681,1.67,0.0
2014-01-15,1.681,0.0,1.681,1.681,1.681,0.0
2014-01-16,1.61,1300.0,1.61,1.62,1.61,0.0
2014-01-17,1.61,0.0,1.61,1.61,1.61,0.0
2014-01-20,1.61,0.0,1.61,1.61,1.61,1.0
2014-01-21,1.61,0.0,1.61,1.61,1.61,0.0
2014-01-22,1.61,0.0,1.61,1.61,1.61,0.0
2014-01-23,1.66,355.0,1.66,1.66,1.66,0.0
2014-01-24,1.67,610.0,1.67,1.67,1.67,0.0
2014-01-27,1.98,16415.0,1.89,1.99,1.75,0.0
2014-01-28,2.0,4514.0,1.98,2.01,1.98,0.0
2014-01-29,2.16,2124.0,2.05,2.2,2.04,0.0
2014-01-30,2.25,4770.0,2.1,2.25,2.1,0.0
2014-01-31,2.94,20212.0,2.95,3.0,2.55,0.0
2014-02-03,3.85,102902.0,3.09,4.4499,3.09,0.0
2014-02-04,3.06,115812.0,4.01,4.19,2.6582,0.0
2014-02-05,3.1,20089.0,3.05,3.3499,3.0,0.0
2014-02-06,3.293,16793.0,3.15,3.35,3.125,0.0
2014-02-07,3.127,13052.0,3.34,3.35,3.11,0.0
2014-02-10,3.15,11048.0,3.15,3.3499,3.15,0.0
2014-02-11,3.165,5606.0,3.0,3.165,2.7601,0.0
