datetime,close,open,high,low,volume,missing
2016-09-27,2159.93,2146.04,2161.13,2141.55,,0
2016-09-28,2171.37,2161.85,2172.4,2151.79,,0
2016-09-29,2151.13,2168.9,2172.67,2145.2,,0
2016-09-30,2168.27,2156.51,2175.3,2156.51,,0
2016-10-03,2161.2,2164.33,2164.41,2154.77,,0
2016-10-04,2150.49,2163.37,2165.46,2144.01,,0
2016-10-05,2159.73,2155.15,2163.95,2155.15,,0
2016-10-06,2160.77,2158.22,2162.93,2150.28,,0
2016-10-07,2153.74,2164.19,2165.86,2144.85,,0
2016-10-10,2163.66,2160.39,2169.6,2160.39,,0
2016-10-11,2136.73,2161.35,2161.56,2128.84,,0
2016-10-12,2139.18,2137.67,2145.36,2132.77,,0
2016-10-13,2132.55,2130.26,2138.19,2114.72,,0
2016-10-14,2132.98,2139.68,2149.19,2132.98,,0
2016-10-17,2126.5,2132.95,2135.61,2124.43,,0
2016-10-18,2139.6,2138.31,2144.38,2135.49,,0
2016-10-19,2144.29,2140.81,2148.44,2138.15,,0
2016-10-20,2141.34,2142.51,2147.18,2133.44,,0
2016-10-21,2141.16,2139.43,2142.63,2130.09,,0
2016-10-24,2151.33,2148.5,2154.79,2146.91,,0
2016-10-25,2143.16,2149.72,2151.44,2141.93,,0
2016-10-26,2139.43,2136.97,2145.73,2131.59,,0
2016-10-27,2133.04,2144.06,2147.13,2132.52,,0
2016-10-28,2126.41,2132.23,2140.72,2119.36,,0
2016-10-31,2126.15,2129.78,2133.25,2125.53,,0
2016-11-01,2111.72,2128.68,2131.45,2097.85,,0
2016-11-02,2097.94,2109.43,2111.76,2094.0,,0
2016-11-03,2088.66,2098.8,2102.56,2085.23,,0
2016-11-04,2085.18,2083.79,2099.07,2083.79,,0
2016-11-07,2131.52,2100.59,2132.0,2100.59,,0
2016-11-08,2139.56,2129.92,2146.87,2123.56,,0
2016-11-09,2163.26,2131.56,2170.1,2125.35,,0
2016-11-10,2167.48,2167.49,2182.3,2151.17,,0
2016-11-11,2164.45,2162.71,2165.92,2152.49,,0
2016-11-14,2164.2,2165.64,2171.36,2156.08,,0
2016-11-15,2180.39,2168.29,2180.84,2166.38,,0
2016-11-16,2176.94,2177.53,2179.22,2172.2,,0
2016-11-17,2187.12,2178.61,2188.06,2176.65,,0
2016-11-18,2181.9,2186.85,2189.89,2180.38,,0
2016-11-21,2198.18,2186.43,2198.7,2186.43,,0
2016-11-22,2202.94,2201.56,2204.8,2194.51,,0
2016-11-23,2204.72,2198.55,2204.72,2194.51,,0
2016-11-25,2213.35,2206.27,2213.35,2206.27,,0
2016-11-28,2201.72,2210.21,2211.14,2200.36,,0
2016-11-29,2204.66,2200.76,2210.46,2198.15,,0
2016-11-30,2198.81,2204.97,2214.1,2198.81,,0
