datetime,close,volume,open,high,low,missing
2015-02-27,0.2088,0.0,0.2088,0.2088,0.2088,0.0
2015-03-02,0.2088,0.0,0.2088,0.2088,0.2088,0.0
2015-03-03,0.2088,0.0,0.2088,0.2088,0.2088,0.0
2015-03-04,0.2088,0.0,0.2088,0.2088,0.2088,0.0
2015-03-05,0.2088,0.0,0.2088,0.2088,0.2088,0.0
2015-03-06,0.2088,0.0,0.2088,0.2088,0.2088,0.0
2015-03-09,0.2088,0.0,0.2088,0.2088,0.2088,0.0
2015-03-10,0.2088,0.0,0.2088,0.2088,0.2088,0.0
2015-03-11,0.2088,0.0,0.2088,0.2088,0.2088,0.0
2015-03-12,0.2088,0.0,0.2088,0.2088,0.2088,0.0
2015-03-13,0.2088,0.0,0.2088,0.2088,0.2088,0.0
2015-03-16,0.2088,0.0,0.2088,0.2088,0.2088,0.0
2015-03-17,0.2088,0.0,0.2088,0.2088,0.2088,0.0
2015-03-18,0.2088,0.0,0.2088,0.2088,0.2088,0.0
2015-03-19,0.2088,0.0,0.2088,0.2088,0.2088,0.0
2015-03-20,0.2088,0.0,0.2088,0.2088,0.2088,0.0
2015-03-23,0.2088,0.0,0.2088,0.2088,0.2088,0.0
2015-03-24,0.2088,0.0,0.2088,0.2088,0.2088,0.0
2015-03-25,0.2088,0.0,0.2088,0.2088,0.2088,0.0
2015-03-26,0.2088,0.0,0.2088,0.2088,0.2088,0.0
2015-03-27,0.2088,0.0,0.2088,0.2088,0.2088,0.0
2015-03-30,0.2088,0.0,0.2088,0.2088,0.2088,0.0
2015-03-31,0.2088,0.0,0.2088,0.2088,0.2088,0.0
2015-04-01,0.2088,0.0,0.2088,0.2088,0.2088,0.0
2015-04-02,0.2088,0.0,0.2088,0.2088,0.2088,0.0
2015-04-03,0.2088,0.0,0.2088,0.2088,0.2088,1.0
2015-04-06,0.2088,0.0,0.2088,0.2088,0.2088,0.0
2015-04-07,0.2088,0.0,0.2088,0.2088,0.2088,0.0
2015-04-08,0.2088,0.0,0.2088,0.2088,0.2088,0.0
2015-04-09,0.2088,0.0,0.2088,0.2088,0.2088,0.0
2015-04-10,0.2088,0.0,0.2088,0.2088,0.2088,0.0
2015-04-13,0.2088,0.0,0.2088,0.2088,0.2088,0.0
2015-04-14,0.2088,0.0,0.2088,0.2088,0.2088,0.0
2015-04-15,0.2088,0.0,0.2088,0.2088,0.2088,0.0
2015-04-16,0.2088,0.0,0.2088,0.2088,0.2088,0.0
2015-04-17,0.2088,0.0,0.2088,0.2088,0.2088,0.0
2015-04-20,0.2088,0.0,0.2088,0.2088,0.2088,0.0
